Sentences,Predicted Tags,Annotated by: Annotator 1,Annotated by: Annotator 2,Annotated by: Annotator 3
"ekso tis karod des vasio ka suwbhagya hai k hame prajavatsal modiji jaise karmnishth, vishvashu, nitivan, vada pradhan mile hai. Ishvar modiji ko vijayee banaye. Bharat mata ki Jay.","Ek sau tis karod desh vasiyo ka su bhagya hai ki hume priyavatsal Modiji jaise karmnishth, vishvashu, nitivan, vada pradhan mile hain. Ishwar Modiji ko vijayi banaye. Bharat Mata ki Jai.","130 Crore deshvasiyo ka saubhagya hai ki humein priya vatsal Modi ji jaise karmnishth, vishvashu, nitivaan, vaada pradhan mile hain. Ishwar Modiji ko vijayi banaye. Bharat Mata ki Jai.","Ekso tis karod des vasiyo ka suwbhagya hai ki hame prajavatsal modiji jaise karmnishth, vishvashu, nitiwan, vada pradhan mile hain. Ishvar modiji ko vijayee banaye. Bharat mata ki jay.","130carod desh vasiyo ka su bhagya hai ki hume priyavatsal Modiji jaise karmnishth, vishvashu, nitivan, vada pradhan mile hain. Ishwar Modiji ko vijayi banaye. Bharat Mata ki Jai."
"Badhai ho, aap Bangladesh se bhi pichhad gaye hain aur China aapka border kha gaya hai.","Badhai ho, aap Bangladesh se bhi pichhad gaye hain aur China aapka border khaya gaya hai.","Badhai ho, aap Bangladesh se bhi pichhad gaye hain aur China aapka border kaha gaya hai.","Badhai ho, aap Bangladesh se bhi peechhe chale gaye hain aur China aapka border kha gaya hai.","Badhai ho, aap Bangladesh se bhi pichhad gaye hai aur China aapka border khaya gaya hai."
P M Modi ji Jaisa Koi Nahin hai World ka No 1 Leader Our Prime minister we Have proud of our PM,PM Modi ji jaisa koi nahin hai world ka No. 1 leader our prime minister we are proud of our PM.,PM Modi ji jaisa koi nahin hai world ka No. 1 leader our prime minister we are proud of our PM.,PM Modi ji jaisa koi nahin hai world ka no. 1 leader our prime minister we are proud of our PM.,"P.M. Modi ji jaisa koi nahin hai. World ka no. 1 leader. Our Prime Minister, we have pride in our P.M."
Bengal VOTE 4 BJP : Best LAW & ORDER & CORRUPTION FREE Long live Modi ji jai Naya Bharat with MODI ji Sarkar in SHRI RAM RAJ,"Bengal VOTE for BJP: Best LAW & ORDER & CORRUPTION FREE. Long live Modi ji, jai Naya Bharat with MODI ji Sarkar in SHRI RAM RAJ.","Bengal vote for BJP: Best law and order and corruption free, long live Modi Ji, Jai naya Bharat with Modi Ji sarkar in Shri Ram Rajya.",Bengal vote for BJP best law & order &corruption free long live Modi ji jai naya Bharat with modi ji sarkar in shri ram raj.,"Bengal vote for BJP: best law and order and corruption-free. Long live Modi ji, Jai Naya Bharat with Modi ji sarkar in Shri Ram Raj."
Bhihari nhi Bihar ke log chhat puja mane apne apne ghar jaa rhe hai Jay hu chhati maee,"Bihar nahi, Bihar ke log chhath puja manate apne-apne ghar jaa rahe hain. Jai ho, chhath mein","Bihar nahi, Bihar ke log chhath puja manate apne-apne ghar jaa rahe hain. Jai ho, chhath mai.","Bihar nahi Bihar ke log chhath puja manate apne-apne ghar jaa rahe hai Jai ho, chath mein.","Bihari nahin, Bihar ke log chhat puja manaate hain apne apne ghar jaate hain. Jay ho, chhati mai."
Sir bihar me sirf bjp ka sarkar banaiiye bihar ko aapke jaise politician ki sakt jaroorat hai (please excluding nitish or other )only bjp jai bharat jai bjp,"Sir, Bihar mein sirf BJP ka sarkar banaiye. Bihar ko aap jaise politician ki sakht zaroorat hai (please excluding Nitish or other). Only BJP. Jai Bharat, Jai BJP.","Sir, Bihar mein sirf BJP ka sarkar banaiye. Bihar ko aap jaise politician ki sakht zaroorat hai (please excluding Nitish or other). Only BJP. Jai Bharat, Jai BJP.","Sir, Bihar mein sirf BJP ka sarkar banaiye bihar ko aap jaise politician ki sakht zaroorat hai please excluding Nitish or other only BJP Jai Bharat, Jai BJP.","Sir, Bihar mein sirf BJP ka sarkar banaiye. Bihar ko aapke jaisa politician ki sakt jaroorat hai (please excluding Nitish ya anya). Sirf BJP, Jai Bharat, Jai BJP."
Moi rockybul husain mp dhuburi r uporot cbi todonto huaatu bisaru mane rocky ko jail vejo.or muslimo se mot doro.,Mujhe Rocky bol Husain MP Dhubri upar CBI todna hua tha bisaru mane Rocky ko jail bhej. Aur muslimon se maut doro.,Mujhe Rocky bol Husain MP Dhubri upar CBI todna hua tha bisaru mane Rocky ko jail bhej. Aur muslimon se maut doro.,Mujhe rocky bol husain MP dhubri upar CBI todna hua tha bisaru mane rocky ko jail bhej aur muslimon se maut doro.,Main Rockybul Hussain MP Dhuburi se uporot CBI todne wala hai. Isne Rocky ko jail mein daala hai. Ya Muslimon se mota dora hai.
Sach mein didi Naukari ke liye itna bhi Dhokha na khaea please please aap log,Sach mein didi naukari ke liye itna bhi dhokha na khaya please please aap log,Sach mein didi naukari ke liye itna bhi dhokha na khaya please aap log.,Sach mein didi naukari ke liye itna bhi dhokha na khaya please please aap log.,"Sach mein didi, naukari ke liye itna bhi dhokha nahin khaana chaahiye please please aap log."
Modi jii style me hai.. Mujhe lagta hai duniya 75 guna tarakki kregi.. Jai hind jai modi,Modi ji style mein hai. Mujhe lagta hai duniya 75 guna tarakki karegi. Jai Hind Jai Modi,Modi ji style mein hai mujhe lagta hai duniya 75 guna tarakki karegi. Jai Hind Jai Modi.,Modi ji style mein hai mujhe lagta hai duniya 75 guna tarakki karegi Jai hind Jai modi.,"Modi jii style me hai. Mujhe lagta hai duniya 75 guna tarakki karegi. Jai hind, jai Modi."
Many many returns of the day to our honourable Prime Minister Narendra Modi ji. Aap jiyo hazaaro saal.,Many many returns of the day to our honourable Prime Minister Narendra Modi ji. Aap jiyo hazaaron saal.,Many many returns of the day to our honourable Prime Minister Narendra Modi ji. Aap jiyo hazaaron saal.,Many many returns of the day to our honourable Prime Minister Narendra Modi ji. Aap jiyo hazaaron saal.,Many many returns of the day to our honourable Prime Minister Narendra Modi ji aap jiyo hazaaron saal.
Ops Gyan Tech ek aisa YouTube channel hai jo teacher gaana gaakar teach karte hain.,Ops Gyan Tech ek aisa YouTube channel hai jo teachers gaana gaakar teach karte hain.,Ops Gyan Tech ek aisa YouTube channel hai jo teachers gaana gaakar teach karte hain.,Ops Gyan Tech ek aisa YouTube channel hai jo teachers gaane gaakar teach karte hain.,Ops ghyan tech ek aisa YouTube channel hai jo teachers gaana gaakar teach karte hai.
Jin pr lakho Maao or Shree Ram ka Ashirwad ho use koi hra nhi sakta Jai Shree Ram Ji,"Jin par lakhon Maa aur Shree Ram ka Ashirwad ho, use koi hara nahi sakta. Jai Shree Ram Ji.","Jin par lakhon maa aur shree Ram ka aashirwad ho, usse koi hara nahi sakta. Jai Shree Ram Ji.",Jin par lakhon maa aur shree ram ka ashirwad ho use koi hara nahi sakta Jai shree ram Ji.,"Jin par lakho Maao aur Shree Ram ka Ashirwad ho, use koi harta nahin sakta. Jai Shree Ram Ji."
ye humare yasasvi pm ki vajah se hee possible warna kisi aaur me itna dum nahi.,"ye humare yasasvi pm ki wajah se hi possible hai, warna kisi aur mein itna dum nahi.","Yeh humare yasasvi PM ki wajah se hi possible hai, warna kisi aur mein itna dum nahi.","ye humare yasasvi pm ki wajah se hi possible hai, warna kisi aur mein itna dum nahi.","Yeh humare yashasvi PM ki vajah se hi possible hai, warna kisi aur mein itna dum nahin."
The beautiful best Prime minister modi ji Sarkar jindabad. Bharat Aaj duniya ke liye sarvopari hai. Modi ji Sarkar jindabad,The beautiful best Prime Minister Modi ji Sarkar jindabad. Bharat aaj duniya ke liye sarvopari hai. Modi ji Sarkar jindabad,The beautiful best Prime Minister Modi ji sarkar jindabad. Bharat aaj duniya ke liye sarvopari hai. Modi ji sarkar jindabad.,The beautiful best prime minister modi ji sarkar jindabad bharat aaj duniya ke liye sarvopari hai modi ji sarkar jindabad.,The beautiful best Prime Minister Modi ji Sarkar Jai Hind. Bharat aaj duniya ke liye sarvopari hai.
"Sir aap aia Jo indicator batiya doji , hamar jo option ha all candlestick patner angel one aap ma show nehi kar raha ha","Sir, aap jo indicator bataiye Doji, hamara jo option hai all candlestick pattern Angel One, aap mein show nahi kar raha hai.","Sir, aap jo indicator bataiye doji, hamara jo option hai all candlestick pattern Angel One, aap mein show nahi kar raha hai.","Sir, aap jo indicator bataiye doji hamara jo option hai all candlestick pattern angel one, aap mein show nahi kar raha hai.","Sir, aap aaiye jo indicator bataiye doji. Hamare paas jo option hai, all candlestick partner angel ka show nahin kar rahe hain."
Pranam hai PM sahab ji ko aur aapke rajya Gujarat ko bhi. Hum abhiwadan karte hain.,Pranam hai PM sahab ji ko aur aapke rajya Gujarat ko bhi. Hum abhivaadan karte hain.,Pranam hai PM sahab ji ko aur aapke rajya Gujarat ko bhi. Hum abhivaadan karte hain.,Pranam hai PM sahab ji ko aur aapke rajya Gujarat ko bhi. Hum abhivaadan karte hain.,Pranam hai PM sahab ji ko aur aapke rajya Gujarat ko bhi hum abhivaadan karte hai.
"Modi ji, Manipur Bharat ka hi abhin ang hai. Woh rajya aapke intezaar kar raha hai.","Modi ji, Manipur Bharat ka hi ek ang hai. Woh rajya aapke intezaar kar raha hai.","Modi ji, Manipur Bharat ka hi abhinn ang hai. Woh rajya aapke intezaar kar raha hai.","Modi ji, Manipur Bharat ka hi ek ang hai. Woh rajya aapke intezaar kar raha hai.","Modi ji, Manipur Bharat ka hi ek ang hai woh rajya aapke intezaar kar raha hai."
"Pita Parmeshwar ne kaha, kisi ko dhan ka vardaan, kisi ko sampatti ka vardaan, kisi ko garibi ka vardaan, kisi ko buddhi ka vardaan. Nahi to jala dunga, Parmeshwar hoon.","Pita Parmeshwar ne kaha, kisi ko dhan ka vardaan, kisi ko sampatti ka vardaan, kisi ko garibi ka vardaan, kisi ko buddhi ka vardaan. Nahi to jala dunga, Parmeshwar hoon.","Pita parmeshwar ne kaha, kisi ko dhan ka vardaan, kisi ko sampatti ka vardaan, kisi ko garibi ka vardaan, kisi ko buddhi ka vardaan. Nahi toh jala dunga, Parmeshwar hoon.","Pita Parmeshwar ne kaha, kisi ko dhan ka vardaan, kisi ko sampatti ka vardaan, kisi ko garibi ka vardaan, kisi ko buddhi ka vardaan. Nahi to jala dunga, Parmeshwar hoon.","Pita Parmeshwar ne kaha, kisi ko dhan ka vardaan, kisi ko sampatti ka vardaan, kisi ko garibi ka vardaan, kisi ko buddhi ka vardaan nahi to jala dunga, Parmeshwar hu."
Thank you so much dear sir aap bahut hi achcha padhate hai sir,Thank you so much dear sir aap bahut hi accha padhate hain sir,Thank you so much dear sir aap bahut hi accha padhate hain sir.,"Thank you so much, dear sir. Aap bahut hi achcha padhate hain, sir.",Thank you so much dear sir aap bahut hi acha padhate hai sir.
Sir ji hamko to lagta hai ki ap hamko pundit banadege,Sir ji hamko to lagta hai ki aap hamko pundit bana denge,Sir ji humko toh lagta hai ki aap humko pandit bana denge.,"Sir ji, hamko to lagta hai ki aap hamko pundit banayenge.",Sir ji hamko to lagta hai ki aap hamko pundit bana denge.
Sir to b.ed wale student konse bhag ko padhane ke lie qualify hai,"Sir, to B.Ed wale student kaunse bhag ko padhane ke liye qualified hai",Sir toh B.Ed wale student kaunse bhag ko padhane ke liye qualified hai.,"Sir, to B.Ed wale student konse bhag ko padhane ke liye qualify hai.",Sir to B.Ed wale student kaunse bhag ko padhane ke liye qualified hai.
Yah seva police wale kuchh nahin karte hain logon Ko maarte Hain pakad pakad ke bhi aap patrakaar hai didi aap jaanch karaea aur mitti ko Lash ko mange,Yeh seva police wale kuchh nahin karte hain logon ko maarte hain paksh paksh ke bhi aap patrakaar hain didi aap jaanch karenge aur mitti ko Lash ko maange.,Yeh seva police waale kuchh nahin karte hain logon ko maarte hain paksh paksh ke bhi aap patrakaar hain didi aap jaanch karenge aur mitti ko lash ko maange.,Yeh seva police wale kuch nahi karte hai logo ko maarte hai paksh paksh ke bhi aap patrakaar hai didi aap jaanch karenge aur mitti ko lash ko maange.,"Yah seva police wale kuchh nahin karte hain. Logon ko maarte hain. Pakad pakad ke bhi aap patrakaar hain, didi. Aap jaanch karein aur mitti ko lash ko maangein."
Yeh Sir definitely one day we meet obviously and glad to meet you. Bty thank u so much sir for inspiration us to waste your valuable time.,"Yeh Sir, definitely one day we will meet, obviously, and I am glad to meet you. By the way, thank you so much Sir for inspiring us to waste your valuable time.","Yeh Sir, definitely one day we will meet, obviously, and I am glad to meet you. By the way, thank you so much sir for inspiring us to waste your valuable time.","Yeh sir definitely one day we will meet obviously and I am glad to meet you by the way, thank you so much sir for inspiring us to waste your valuable time.","Yeh sir definitely one day we will meet obviously and I am glad to meet you by the way, thank you so much sir for inspiring us to waste your valuable time."
Price Mai changes krne pdege aor agr usne jada bnaai to demand kam ho jayegi,Price mein changes karne padenge aur agar usne zyada banayi to demand kam ho jayegi.,Price mein changes karne padenge aur agar usne zyada banayi toh demand kam ho jayegi.,Price mein changes karne padenge aur agar usne zyada banayi to demand kam ho jayegi.,Price mein changes karne padenge. Agar usne jada banaai to demand kam ho jayegi.
Aai bhi gavn me aadesh ke bad jamin mapane ke liye lekhpal twenty thousand le rahe hai,Aai bhi gaon me aadesh ke baad jamin maapne ke liye lekhpal twenty thousand le raha hai,Aai bhi gaon mein aadesh ke baad jameen maapne ke liye lekhpal twenty thousand le raha hai.,Aai bhi gaon me aadesh ke baad jamin maapne ke liye lekhpal twenty thousand le raha hai.,Aai bhi gawan mein aadesh ke baad zameen mapane ke liye lekhpal teen mahine mein twenty thousand le rahe hain.
Bahut galat huaa us jawan ke sath. Army wale kanun hath me nahi lete hain.,Bahut galat hua us jawaan ke saath. Army wale kanun haath mein nahi lete hain.,Bahut galat hua us jawaan ke saath. Army wale kanun haath mein nahi lete hain.,Bahut galat hua us jawaan ke sath army wale kanu haath mein nahi lete hai.,Bahut galat huaa us jawan ke saath. Army wale kaanoon haath mein nahin lete hain.
Manubad ka kachra is aayog ke mahila ke dimag me bhara hai,Manubad ka kachra is Ayog ki mahila ke dimag me bhara hai,Manubad ka kachra es Aayog ki mahila ke dimag mein bhara hai.,Manubad ka kachra is aayog ke mahila ke dimaag me bhara hai.,Manubad ka kachra is ayog ki mahila ke dimag me bhara hai.
Sir please neet ke liye kitbon ka sankalan ho to jarur bataye,"Sir, please neet ke liye kitabon ka sankalan ho to zaroor batayen","Sir, please neet ke liye kitabon ka sankalan ho toh zaroor batayen.","Sir, please NEET ke liye kitabon ka sankalan ho to jarur bataye.",Sir please neet ke liye kitabon ka sankalan ho to zaroor bataye.
Tqq sirr aap ese hi knowledge dete rahnaa aap clear baat krte ho sirr,Thanks sir aap aise hi knowledge dete rehna aap clear baat karte ho sir,Thanks sir aap aise hi knowledge dete rehna aap clear baat karte ho sir.,"Thank you, sir. Aap aise hi knowledge dete rahna, aap clear baat karte ho, sir.",Thanks sir aap aise hi knowledge dete rehna aap clear baat karte ho sir.
Aap bahut achhe videos bante ho sir thank u for growing our knowledge sir,Aap bahut acche videos banate ho sir thank you for growing our knowledge sir,Aap bahut acche videos banate ho sir thank you for growing our knowledge sir.,"Aap bahut achhe videos banate hain, sir. Thank you for growing our knowledge, sir.",Aap bahut ache videos banate ho sir thank you for growing our knowledge sir.
India ki sirf poppulition hi ziyada hai koi itna bra mulk nhi hain,"India ki sirf population hi zyada hai, koi itna bada mulk nahi hai","India ki sirf population hi jyada hai, koi itna bada mulk nahi hai.","India ki sirf population hi zyada hai, koi itna bada mulk nahi hai.",India ki sirf population hi zyada hai koi itna bada mulk nahi hai.
Main inki bahut videos dekhta hoon. Bahut achhi aur sahi information dete hain. Nice person.,Main inki bahut videos dekhta hoon. Bahut acchi aur sahi information dete hain. Nice person.,Main inki bahut videos dekhta hoon. Bahut acchi aur sahi information dete hain. Nice person.,Main inki bahut videos dekhta hoon. Bahut achhi aur sahi information dete hain. Nice person.,Main inki bahut videos dekhta hu bahut achi aur sahi information dete hai nice person.
"Sir, aapki aawaz sunte hi like ho jata hai. Na banawatipan, na lipa‑poti, saaf aur spasht baat, Ishan Sir.","Sir, aapki aawaz sunte hi like ho jata hai. Na banawatipan, na lipa-poti, saaf aur spasht baat, Ishan Sir.","Sir, aapki aawaz sunte hi like ho jata hai. Na banawatipan, na lipa-poti, saaf aur spasht baat, Ishan Sir.","Sir, aapki aawaz sunte hi like ho jata hai. Na banawatipan, na lipa-poti, saaf aur spasht baat, Ishan Sir.","Sir, aapki aawaz sunte hi like ho jata hai ma banawatipan, na lipa-poti, saaf aur spasht baat, Ishan sir."
